reference,whisper_small_prediction,whisper_small_process_time
er buat standard rumah,er buat standard rumah,0.7420704364776611
macam biasalah aku pergi,macam biasalah aku pergi,1.2158434391021729
aku pergi rumah nenek aku,aku pergi rumah nenek aku,1.3008661270141602
rumah nenek aku dekat Mersing ada Bakar Batu ada,rumah nenek aku dekat Mersing ada Bakar Batu ada,2.5249719619750977
macam-macam ada,macam-macam ada,0.9640483856201172
lepas tu,lepas tu,0.6314091682434082
kalau tak pun,kalau tak pun,0.7349858283996582
pergi bercuti,pergi bercuti,0.8467752933502197
aku pergi bercuti,aku pergi bercuti,0.8380050659179688
dekat,dekat,0.631131649017334
pulau-pulau lah,pulau-pulau lah,1.151827335357666
ha ada satu ni ada Pulau Babi,ha ada satu ni ada Pulau Babi,1.271888256072998
nama pulau tu memang pulau,nama pulau tu memang pulau,1.1653447151184082
pulau,pulau,0.6752874851226807
Pulau Babi tu dia dekat Johor,Pulau Babi tu dia dekat Johor,2.0137505531311035
dekat Mersing lah,dekat Mersing lah,1.5362110137939453
pulau dia nama dia Pulau Babi Besar,pulau dia nama dia Pulau Babi Besar,1.860032081604004
dekat Mersing,dekat Mersing,0.9504961967468262
kalau kau kau nak pergi mana,kalau kau kau nak pergi mana,1.069413423538208
hm tak pergi bercuti,hm tak pergi bercuti,0.9467144012451172
tak pergi bercuti ke,tak pergi bercuti ke,0.9365570545196533
um hm selalu kalau cuti jauh-jauh kau pergi mana,um hm selalu kalau cuti jauh-jauh kau pergi mana,2.1531245708465576
hm kalau kalau aku cuti lama,hm kalau kalau aku cuti lama,1.0832762718200684
aku lagi suggest kan pergi pantai,aku lagi suggest kan pergi pantai,1.0731065273284912
cadang kalau aku pergi Melaka pergi lawat,cadang kalau aku pergi Melaka pergi lawat,1.9364302158355713
ha nenek ha atuk saudara aku dekat Melaka sana,ha nenek ha atuk saudara aku dekat Melaka sana,2.4519104957580566
aku pergi pantai,aku pergi pantai,0.7655029296875
ha,ah,0.42189598083496094
ha ah juga lepas tu dekat,ha ah juga lepas tu dekat,1.2013251781463623
ha rumah atuk aku,ha rumah atuk aku,0.8565273284912109
dekat,dekat,0.6423168182373047
Klebang tu,Klebang tu,0.7542619705200195
rumah dia rumah dia dekat situ lepas tu belakang tu kau jalan just jalan kaki je dah sampai pantai,rumah dia rumah dia dekat situ lepas tu belakang tu kau jalan just jalan kaki je dah sampai pantai,3.4682421684265137
ha ah,ha ah,0.5475306510925293
hm hm aku selalu balik sana memang,hm hm aku selalu balik sana memang,1.5461609363555908
hitam lah,hitam lah,0.8084275722503662
hm muka burn gila,hm muka burn gila,1.3957512378692627
kalau kau,kalau kau,0.8894028663635254
kalau,kalau,0.5735375881195068
hm kalau hotel-hotel kau pernah pergi,hm kalau hotel-hotel kau pernah pergi,1.2773921489715576
contoh hotel yang kau pernah pergi,contoh hotel yang kau pernah pergi,1.047588586807251
hm hm,hm hm,0.5049710273742676
ah ah,ah ah,0.5349597930908203
oh,oh,0.40642595291137695
kalau aku pun aku kan kalau pergi Melaka kan aku pergi ramai-ramai so memang sewa ho eh ah homestay lah homestay tu dekat-dekat dengan bandar lah,kalau aku pun aku kan kalau pergi Melaka kan aku pergi ramai-ramai so memang sewa ho eh ah homestay lah homestay tu dekat-dekat dengan bandar lah,5.145327806472778
dia kalau homestay tu satu malam,dia kalau homestay tu satu malam,1.8444805145263672
setakat,setakat,0.7457795143127441
seratus seratus lima puluh macam gitu lah so selalu kita orang tidur seminggu,seratus seratus lima puluh macam gitu lah so selalu kita orang tidur seminggu,3.1021690368652344
seminggu dalam entahlah,seminggu dalam entahlah,1.1120095252990723
kalau kau,kalau kau,0.6274700164794922
er sewa,er sewa,0.6250700950622559
kalau kau selalu,kalau kau selalu,0.8647394180297852
kalau kau selalu,kalau kau selalu,0.8443350791931152
hm,em,0.41097211837768555
satu malam kau kat sana berapa,satu malam kau kat sana berapa,1.2705433368682861
oh mahal tak,oh mahal tak,0.7453370094299316
hm,hm,0.40291714668273926
ha selain Melaka,ha selain Melaka,0.8401412963867188
selain Melaka apa lagi,selain Melaka apa lagi,1.1547996997833252
tempat yang kau nak bercuti,tempat yang kau nak bercuti,1.6053411960601807
kenapa,kenapa,0.7517437934875488
ah and then,ah and then,0.8093557357788086
hm kalau kalau aku lah kan,hm kalau kalau aku lah kan,0.9654576778411865
aku teringin nak pergi Terengganu,aku teringin nak pergi Terengganu,1.3869998455047607
ha ah,ah ah,0.5104882717132568
ah,ah,0.46054935455322266
ha best lah dapat jumpa penyu,ha best lah dapat jumpa penyu,1.1840322017669678
lepas tu dapat jumpa Zizan,lepas tu dapat jumpa Zizan,1.2628719806671143
ha ah,ha ah,0.5537092685699463
aku nak pegang penyu tu nak pegang baby penyu tu nak belai belai,aku nak pegang penyu tu nak pegang baby penyu tu nak belai belai,2.668583869934082
eh comel,eh comel,0.6540751457214355
kejap lah aku lupa kejap eh aku fikir,kejap lah aku lupa kejap eh aku fikir,2.476494550704956
ha pantai,ha pantai,0.8948459625244141
pantai,pantai,0.7718551158905029
pantai,pantai,0.6233711242675781
Teluk Ketapang,Teluk Ketapang,1.0333595275878906
hm tak pasti lah kat mana,hm tak pasti lah kat mana,0.9461400508880615
hm sebab kan kita nak exam,hm sebab kan kita nak exam,1.0573432445526123
biasalah [UNK],biasalah ada perjumpan,1.1470658779144287
banyak kekangan masa kan,banyak kekangan masa kan,1.0474293231964111
of course lah Korea,of course lah Korea,0.7258403301239014
aku nak pergi Korea sebab aku nak pergi Nami Island aku nak pergi tengok,aku nak pergi Korea sebab aku nak pergi Nami Island aku nak pergi tengok,2.1756081581115723
B T S,B T S,0.6487135887145996
aku teringin nak nak pergi jumpa B T S,aku teringin nak nak pergi jumpa B T S,2.100757360458374
ha ah,ah,0.642139196395874
musim salji lah,musim salji lah,1.2806148529052734
sebab aku nak buat orang salji,sebab aku nak buat orang salji,1.2088265419006348
aku,aku,0.40201616287231445
kalau dengan kawan-kawan aku teringin nak pergi,kalau dengan kawan-kawan aku teringin nak pergi,1.8018898963928223
ha shop shop B T twenty one,ha shop shop B T twenty one,1.043807029724121
ha dekat Seoul Seoul Korea,ha dekat Seoul Seoul Korea,0.9465372562408447
lepas tu aku nak,lepas tu aku nak,0.8803138732910156
ha ah lepas tu aku nak pergi Purple Island,ha ah lepas tu aku nak pergi Purple Island,1.3894660472869873
ah,ah,0.43073391914367676
tak pasti lah aku tak pasti pulau apa,tak pasti lah aku tak pasti pulau apa,1.2932977676391602
tapi setakat yang aku tahu,tapi setakat yang aku tahu,1.2340688705444336
ha Purple Purple Island je lah Purple Island tu,ha Purple Purple Island je lah Purple Island tu,1.737457036972046
ha dia punya pulau tu dia rumah tau rumah kat dekat pulau tu,ha dia punya pulau tu dia rumah tau rumah kat dekat pulau tu,2.4966204166412354
dalam rumah tu adalah rumah kampung rumah tradisional Korea lepas tu dia punya rumah tu semua warna purple,dalam rumah tu adalah rumah kampung rumah tradisional Korea lepas tu dia punya rumah tu semua warna purple,3.071622133255005
sebab tu lah dia dapat nama Purple Island,sebab tu lah dia dapat nama Purple Island,1.4307849407196045
ya ya ada,ya ya ada,0.6436474323272705
ha dekat aku lupa lah nama tempat tu lepas tu dekat situ kau boleh bebas nak pakai baju tradisional gerai yang macam-macam tu,ha dekat aku lupa lah nama tempat tu lepas tu dekat situ kau boleh bebas nak pakai baju tradisional gerai yang macam-macam tu,4.903857469558716
baju dia baju di raja,baju dia baju di raja,1.6949007511138916
ha ah,ha ah,0.7799642086029053
ha ah sewa sewa untuk satu hari je satu hari pun setengah hari je,ha ah sewa sewa untuk satu hari je satu hari pun setengah hari je,2.3371829986572266
aku teringin nak pergi,aku teringin nak pergi,0.9883153438568115
nak pergi Australia,nak pergi Australia,0.6311445236206055
ya aku nak jumpa Koala sekali,ya aku nak jumpa Koala sekali,1.1551783084869385
hm nak jumpa apa,hm nak jumpa apa,0.8339183330535889
oh Disneyland,oh Disneyland,0.5175421237945557
apa yang menarik sangat,apa yang menarik sangat,0.939892053604126
apa yang menarik sangat dengan Disneyland tu,apa yang menarik sangat dengan Disneyland tu,1.2900869846343994
ah,ah,0.444474458694458
kat lepas tu tempat lain yang aku nak pergi,kat lepas tu tempat lain yang aku nak pergi,1.7704224586486816
aku nak pergi Afrika,aku nak pergi Afrika,1.150242567062378
ha ah,ah ah,0.7846589088439941
ah aku nak pergi tempat yang ada binatang bintang buas banyak banyak tu,ah aku nak pergi tempat yang ada binatang bintang buas banyak banyak tu,2.7187047004699707
ada gajah ada harimau ada singa,ada gajah ada harimau ada singa,1.5028936862945557
lepas tu ada [UNK] ada kuda ada macam macam lah aku teringin nak jumpa singa dengan harimau,lepas tu ada k- ada kuda ada macam macam lah aku teringin nak jumpa singa dengan harimau,3.20556902885437
ah ha oh Pahang Pahang aku [UNK] pernah pergi,ah ha oh Pahang Pahang aku pernah pernah pergi,1.7555739879608154
aku pergi air terjun dia best,aku pergi air terjun dia best,1.0691137313842773
ah Pahang dekat,ah Pahang dekat,1.160630702972412
Temerloh,Tamalu,0.944695234298706
Cameron ah Cameron Highlands Cameron Highlands pun aku pernah pergi,Cameron ah Cameron Highlands Cameron Highlands pun aku pernah pergi,2.378673553466797
dekat Cameron Highlands tu ada rumah,dekat Cameron Highlands tu ada rumah,1.3130090236663818
nenek saudara aku,nenek saudara aku,0.8679623603820801
so kat situ [UNK] kita orang bebaslah nak pergi mana mana nak pergi,so kat situ kor kita orang bebaslah nak pergi mana mana nak pergi,1.949713945388794
ah [UNK] ah ladang strawberi,ah [?UNK ?] ah ladang strawberi,1.4957060813903809
lepas tu ah ladang,lepas tu ah ladang,0.9540622234344482
ah,ah,0.4411041736602783
teh teh bung-bunga teh apa daun teh daun teh,teh teh bung-bunga teh apa daun teh daun teh,1.9065215587615967
ladang teh erm ladang teh,ladang teh erm ladang teh,1.2041215896606445
ha ag dekat lepastu dia punya dia punya halaman rumah pun,ha ag dekat lepastu dia punya dia punya halaman rumah pun,2.9138944149017334
ah ada banyak sayur sayur,ah ada banyak sayur sayur,1.1881718635559082
macam kat situ dia punya udara segarlah lepastu sejuk,macam kat situ dia punya udara segarlah lepastu sejuk,2.1744866371154785
ya,ya,0.446519136428833
ma kalau malam,ma kalau malam,0.7326846122741699
malam tak payah buka kipas pun dah rasa sejuk,malam tak payah buka kipas pun dah rasa sejuk,1.9429337978363037
ha ah,ha ah,0.5278003215789795
aku cadangkan kau pergi,aku cadangkan kau pergi,0.9621338844299316
ha ah ah,ah,0.4028487205505371
Sabah,Sabah,0.5273182392120361
Sabah ataupun Sarawak,Sabah ataupun Sarawak,1.022547721862793
ya ah ada sungai buaya,ya ah ada sungai buaya,1.2875022888183594
ada banyak buaya kat situ,ada banyak buaya kat situ,1.3134872913360596
sebabkan kat Sabah tu,sebabkan kat Sabah tu,1.546987771987915
ah,ah,0.43040990829467773
ada macam macam ben,ada macam macam ben,0.7682242393493652
benda lah dia macam,benda lah dia macam,0.8725249767303467
ada rumah panjang,ada rumah panjang,0.7480247020721436
and don,and don,0.5135500431060791
dapat menarik kenapa ada apa kat sana,dapat menarik kenapa ada apa kat sana,1.5150439739227295
ha ah,ah,0.4072387218475342
macam tu ada,macam tu ada,0.7170758247375488
Surabaya bukan ah kampung Freddy ke,Surabaya bukan ah kampung Freddy ke,1.2802376747131348
ah so,lepas tu,0.6270022392272949
tempat,tempat,0.523460865020752
Surabaya je,Surabaya je,0.7261660099029541
kat Jakarta Jakarta kan ada,kat Jakarta Jakarta kan ada,1.1534442901611328
ah K tempat tempat lain yang aku boleh pergi kat mana,ah K tempat tempat lain yang aku boleh pergi kat mana,2.35597562789917
dalam Malaysia ah,dalam Malaysia ah,0.9877736568450928
Perak,Berak,0.6176002025604248
kenapa kenapa kau suggestkan aku nak pergi Perak,kenapa kenapa kau suggestkan aku nak pergi Perak,1.7068946361541748
erm dia macam lagi luas lah kan,erm dia macam lagi luas lah kan,1.2026724815368652
macam Zoo Negara juga lah kan,macam Zoo Negara juga lah kan,1.170365571975708
erm,em,0.4279162883758545
lepastu tempat lain tempat lain,lepastu tempat lain tempat lain,1.3537726402282715
em,em,0.4038255214691162
kalau aku kalau kat luar negara lah,kalau aku kalau kat luar negara lah,1.3827815055847168
aku suggestkan kau pergi Paris,aku suggestkan kau pergi Paris,0.9709410667419434
kota romantik,kota romantik,0.9899015426635742
ya romantik kalau kau pergi sana kau kena kahwin dulu lah,ya romantik kalau kau pergi sana kau kena kahwin dulu lah,2.708791494369507
kalau kau pergi kalau kau pergi seorang-seorang rasa macam lonely lonely betul,kalau kau pergi kalau kau pergi seorang-seorang rasa macam lonely lonely betul,2.4914560317993164
ha ah dengan kawan kan satu kepala,ha ah dengan kawan kan satu kepala,1.299344539642334
ah weh dah lah ah aku nak pergi dulu bye,ah weh dah lah ah aku nak pergi dulu bye,1.5058062076568604
hai,hai,0.40858030319213867
Ina buat apa tu,Ina buat apa tu,0.8569662570953369
oh Ina,oh Ina,0.6107645034790039
kau tahu tak yang dekat Malaysia ni sebenarnya ada macam-macam budaya dekat Malaysia ni,kau tahu tak yang dekat Malaysia ni sebenarnya ada macam-macam budaya dekat Malaysia ni,2.7504005432128906
contohnya macam Melayu,contohnya macam Melayu,1.291170358657837
budaya,budaya,0.6816015243530273
orang Melayu budaya orang Cina budaya orang India,orang Melayu budaya orang Cina budaya orang India,2.45473051071167
so jadinya,so jadinya,0.8308761119842529
budaya orang Melayu ni,budaya orang Melayu ni,1.0617663860321045
orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,1.9670381546020508
dekat Malaysia ni memang ramai orang Melayu la daripada,dekat Malaysia ni memang ramai orang Melayu la daripada,2.0378963947296143
ha,ah,0.44513916969299316
daripada kaum-kaum lain,daripada kaum-kaum lain,1.1697909832000732
jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,2.285308361053467
dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,2.3408541679382324
pasti sebagai bumiputera,pasti sebagai bumiputera,1.550227403640747
ba-bahasa bahasa ibunda,ba-bahasa bahasa ibunda,1.3539392948150635
ha orang Melayu ialah Bahasa Melayu,ha orang Melayu ialah Bahasa Melayu,1.5790235996246338
adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,2.627431631088257
dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,2.7721054553985596
orang asal penduduk terawal Ma-Malaysia membentuk hanya,orang asal penduduk terawal Ma-Malaysia membentuk hanya,2.5771467685699463
kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,3.6716372966766357
dan pada tahun dua ribu,dan pada tahun dua ribu,0.9830162525177002
masa tu kita tak kita tak lahir lagi lah em em,masa tu kita tak kita tak lahir lagi lah em em,1.7667784690856934
tetapi,tetapi,0.6286354064941406
ha majoriti yang mewakili ha mewakili di ha Malaysia timur,ha majoriti yang mewakili ha mewakili di ha Malaysia timur,2.312652111053467
iaitu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai Orang Dayak,iaitu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai Orang Dayak,3.4703927040100098
ha so ada budaya kalau ada dekat Sarawak tu ada budaya Dayak,ha so ada budaya kalau ada dekat Sarawak tu ada budaya Dayak,2.887098550796509
dan mereka membentuk kira-kira empah puluh peratus penduduk di negara ini,dan mereka membentuk kira-kira empah puluh peratus penduduk di negara ini,3.5058393478393555
ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,2.1843299865722656
seribu eh,seribu eh,0.7635934352874756
seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,2.6474056243896484
et-etnik yang berbeza di Semenanjung Malaysia,et-etnik yang berbeza di Semenanjung Malaysia,1.8618321418762207
kalau macam orang Cina ni,kalau macam orang Cina ni,1.1226022243499756
dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,4.629686117172241
orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,4.037678956985474
secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,3.595141887664795
dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,2.6842520236968994
muncul Peranakan orang-orang Cina telah meng,muncul Peranakan orang-orang Cina telah meng,2.4791934490203857
mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,3.4592843055725098
ha agama Buddha agama,ha agama Buddha agama,1.0002365112304688
tau,tau,0.542241096496582
Taoisme,Taoisme,0.609687328338623
yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,1.839540958404541
pelbagai,pelbagai,0.5265665054321289
kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,3.5105273723602295
Kantonis Mandarin,Kantonis Mandarin,1.0088231563568115
Hokkien Hakka Hainan,Hokkien Hakka Hainan,1.698396921157837
dan Fuzhou,dan Fuzhou,0.7344274520874023
kalau macam masyarakat India pula,kalau macam masyarakat India pula,1.3732497692108154
em di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,em di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,2.3763370513916016
dia macam tak ramai sangat la dia ada tiga kumpulan etnik,dia macam tak ramai sangat la dia ada tiga kumpulan etnik,2.2003822326660156
utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,3.2425997257232666
mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,2.3839731216430664
Tamil Malayali dan orang,Tamil Malayali dan orang,1.7182691097259521
telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di ne- negara ini,telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di ne- negara ini,4.0819315910339355
pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,1.8685171604156494
ini,ina,0.42834043502807617
termasuk,termasuk,0.6436593532562256
termasuk kuil-kuil dan Gurdha,termasuk kuil-kuil dan Gurdha,1.5795934200286865
Gurd-Gurdwara,Gurd-Gurdwara,1.0430192947387695
masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,3.88309383392334
masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka tu,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka tu,3.734297037124634
tetap Hindu,tetap Hindu,0.7624781131744385
bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,2.726188898086548
kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,1.209456443786621
hm apa lagi tentang,hm apa lagi tentang,0.760028600692749
budaya ni,budaya ni,0.6644763946533203
oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,1.9453999996185303
hm,hm,0.5808920860290527
hm,hm,0.637213945388794
kalau pakaian orang India ke orang Cina ke macam mana pula,kalau pakaian orang India ke orang Cina ke macam mana pula,2.3616812229156494
kalau macam aku pula aku,kalau macam aku pula aku,1.1104755401611328
aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,1.1763238906860352
ah minat ah da-dalam,ah minat ah da-dalam,1.1723144054412842
bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,3.041228771209717
ah joget Melayu ke Zapin ke kan Kuda Kepang ke,ah joget Melayu ke Zapin ke kan Kuda Kepang ke,2.320239543914795
so,so,0.557537317276001
erm,hm,0.54111647605896
kalau macam orang Cina pula dia ada Tarian Kipas,kalau macam orang Cina pula dia ada Tarian Kipas,2.592848539352417
dia ada ada Tarian Naga kalau orang India dia ada tarian,dia ada ada Tarian Naga kalau orang India dia ada tarian,1.986616611480713
tarian,tarian,0.5248420238494873
selain daripada Zapin,selain daripada Zapin,1.0588116645812988
yang aku tahu,yang aku tahu,0.6317334175109863
ada Tarian Kuda Kepang,ada Tarian Kuda Kepang,1.1748900413513184
Kuda Kepang ni pendatang-pendatang Jawa,Kuda Kepang ni pendatang-pendatang Jawa,1.9742186069488525
dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,1.7235920429229736
dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,1.9431860446929932
penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,2.3424313068389893
mengejek dan menceritakan kisah perang Islam,mengejek dan menceritakan kisah perang Islam,1.8969578742980957
so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,3.1253719329833984
kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,6.0390167236328125
Baratha,Baratha,0.7055046558380127
Nat-Nat-Nat-Natyam dan Bangra,Nat-Nat-Nat-Natyam dan Bangra,2.165544271469116
kolonia-kolonialisme juga membawa bentuk seni yang lain seperti fara fira dan ranca Portugis,kolonia-kolonialisme juga membawa bentuk seni yang lain seperti fara fira dan ranca Portugis,3.2778401374816895
terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani sangat kuat,terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani sangat kuat,3.5778346061706543
sebilangan kaum sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,sebilangan kaum sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,3.639575958251953
macam macam macam,macam macam macam,0.9903037548065186
so kat Malaysia ni macam-macam la tarian,so kat Malaysia ni macam-macam la tarian,2.055232286453247
kalau dari segi muzik,kalau dari segi muzik,1.1870150566101074
muzik,muzik,0.6164660453796387
muzik [UNK] ah budaya mana yang kau suka,muzik ba- ah budaya mana yang kau suka,1.6120524406433105
Melayu ke India ke Cina ke,Melayu ke India ke Cina ke,1.3327360153198242
oh ya la perempuan kan,oh ya la perempuan kan,1.1674604415893555
kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,2.159792900085449
lagu bangsa mana macam kalau lagu Melayu kan dia ada lenggok dia macam,lagu bangsa mana macam kalau lagu Melayu kan dia ada lenggok dia macam,2.9028899669647217
macam ada macam lengguk lah,macam ada macam lengguk lah,1.7133355140686035
ada macam best sikit lah kalau,ada macam best sikit lah kalau,1.223419427871704
India,India,0.5464475154876709
ah so kau suka,ah so kau suka,0.7515978813171387
lagu orang mana,lagu orang mana,0.7440564632415771
budaya mana,budaya mana,0.6233804225921631
bangsa mana,bangsa mana,0.6345722675323486
hm,hm,0.4119861125946045
kau tau tak sebenarnya seni,kau tau tak sebenarnya seni,1.0653209686279297
dan seni persembahan tradisional Melayu muncul di rantau Kelantan Pattani,dan seni persembahan tradisional Melayu muncul di rantau Kelantan Pattani,2.6481566429138184
dengan pengaruh dari India China dan Thailand,dengan pengaruh dari India China dan Thailand,1.4201688766479492
Thailand dan Indonesia,Thailand dan Indonesia,0.8868408203125
muzik berasaskan instrument berkerusi,muzik berasaskan instrument berkerusi,2.055014133453369
ah yang paling penting ialah gendang,ah yang paling penting ialah gendang,1.723583459854126
ah so semua kaum dia,ah so semua kaum dia,0.871666669845581
dia ada gunakan gendang untuk,dia ada gunakan gendang untuk,1.2684330940246582
ah buat muzik atau pun untuk menyanyi ke menari ke,ah buat muzik atau pun untuk menyanyi ke menari ke,1.9550390243530273
so terdapat sekurang-ku-* sekurang-kurangnya empat belas jenis gendang tradisional,so terdapat sekurang-ku-** sekurang-kurangnya empat belas jenis gendang tradisional,3.8149571418762207
gendang dan alat perkusi tradisional yang lain sering dibuat dari bahan semulajadi seperti cangkang,gendang dan alat perkusi tradisional yang lain sering dibuat dari bahan semulajadi seperti cangkang,4.519809246063232
instrumen lain yang lain termasuk rebab,instrumen lain yang lain termasuk rebab,1.6119775772094727
serunai seruling dan sengkakala,serunai seruling dan sengkakala,1.5991699695587158
muzik secara tradisinya digunakan untuk bercerita raikan acara kitaran ha-hayat,muzik secara tradisinya digunakan untuk bercerita raikan acara kitaran ha-hayat,3.1854922771453857
dan pada acara tahunan seperti musim menuai,dan pada acara tahunan seperti musim menuai,1.5564894676208496
muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,2.464486598968506
orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,4.696291208267212
dan instrumen tali,dan instrumen tali,0.8883056640625
dan nobat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,dan nobat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,2.645763397216797
kalau dekat Malaysia ni kat ah,kalau dekat Malaysia ni kat ah,1.191986083984375
belah timur,belah timur,0.7272474765777588
kumpulan,kumpulan,0.6365489959716797
berkumpulan berasaskan gong seperti agong dan kulintang,berkumpulan berasaskan gong seperti agong dan kulintang,2.13576078414917
biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,3.8611886501312256
so,so,0.49519824981689453
biasanya dekat,biasanya dekat,0.8624556064605713
selatan Filipina Kalimantan,selatan Filipina Kalimantan,1.1560389995574951
di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,2.1441309452056885
kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,2.91762113571167
kau pernah ke,kau pernah ke,0.7798898220062256
oh lawatan sekolah pun ada eh,oh lawatan sekolah pun ada eh,1.2999258041381836
dekat muzium tu dia tunjuk apa dia pamerkan apa,dekat muzium tu dia tunjuk apa dia pamerkan apa,2.592332363128662
oh,oh,0.6214461326599121
oh karya dia lah macam,oh karya dia lah macam,1.3301618099212646
dia bagitahu sejarah asal [UNK] asal asal benda tu daripada mana macam mana dia buat eh macam tu,dia bagitahu sejarah asal ma- asal asal benda tu daripada mana macam mana dia buat eh macam tu,3.6680715084075928
oh,oh,0.43360424041748047
hm hm,em em,0.5419862270355225
oh,oh,0.41532206535339355
lama,lama,0.414700984954834
