reference,whisper_small_prediction_3,whisper_large_v3_prediction_3,whisper_small_prediction_20,whisper_large_v3_prediction_20,whisper_small_process_time_3,whisper_large_v3_process_time_3,whisper_small_process_time_20,whisper_large_v3_process_time_20
budaya orang Melayu ni,budaya orang Melayu ni,budaya orang Melayu ni,budaya orang Melayu ni,budaya orang Melayu ni,1.1109704971313477,2.755810260772705,1.0617663860321045,2.134680986404419
orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,2.556959867477417,4.058347463607788,1.9670381546020508,3.785179853439331
dekat Malaysia ni memang ramai orang Melayu la daripada,dekat Malaysia ni memang ramai orang Melayu la daripada,dekat Malaysia ni memang ramai orang Melayu lah daripada,dekat Malaysia ni memang ramai orang Melayu la daripada,dekat Malaysia ni memang ramai orang Melayu lah daripada,2.118938684463501,4.782826900482178,2.0378963947296143,5.017512083053589
ha,ah,ah,ah,ah,0.6492111682891846,1.286458969116211,0.4451391696929931,1.1301932334899902
daripada kaum-kaum lain,daripada kaum-kaum lain,daripada kaum kaum lain,daripada kaum-kaum lain,daripada kaum-kaum lain,1.346435546875,2.012308120727539,1.1697909832000732,2.3934662342071533
jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,2.340168237686157,4.637151718139648,2.285308361053467,4.536017179489136
dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,2.6264448165893555,4.085485458374023,2.3408541679382324,4.029223203659058
pasti sebagai bumiputera,pasti sebagai bumiputera,pasti sebagai bumi putra,pasti sebagai bumiputera,pasti sebagai bumi putra,1.1402509212493896,2.233123779296875,1.550227403640747,2.7623515129089355
ba-bahasa bahasa ibunda,ba-bahasa bahasa ibunda,bahasa bahasa Ibon dia,ba-bahasa bahasa ibunda,ba-bahasa bahasa ibu unda,1.2412686347961426,2.22180700302124,1.3539392948150637,2.883119821548462
ha orang Melayu ialah Bahasa Melayu,ha orang Melayu ialah Bahasa Melayu,ah orang Melayu ialah bahasa Melayu,ha orang Melayu ialah Bahasa Melayu,ha orang Melayu ialah bahasa Melayu,2.225444793701172,4.030048131942749,1.5790235996246338,3.283712863922119
adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah bah-bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,2.73111629486084,4.675993204116821,2.627431631088257,5.617803335189819
dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,dengan dengan definisi per per lembagaan Malaysia semua orang Melayu adalah orang Islam,dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang Islam,3.676283597946167,5.517398357391357,2.77210545539856,5.379995346069336
orang asal penduduk terawal Ma-Malaysia membentuk hanya,orang asal penduduk terawal me- Malaysia membentuk hanya,orang asal penduduk terawal Malaysia membentuk hanya,orang asal penduduk terawal Ma-Malaysia membentuk hanya,orang asal penduduk terawal M-Malaysia membentuk hanya,2.167146682739258,3.813460350036621,2.5771467685699463,4.754043102264404
kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,kosong poin lima per peratus daripada jumlah penduduk di Malaysia,kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,kosong point lima per-ah peratus daripada jumlah penduduk di Malaysia,3.771738052368164,5.145819664001465,3.671637296676636,6.354529857635498
dan pada tahun dua ribu,dan pada tahun dua ribu,dan pada tahun 2000,dan pada tahun dua ribu,dan pada tahun dua ribu,1.0225820541381836,1.6057331562042236,0.9830162525177002,2.045597791671753
masa tu kita tak kita tak lahir lagi lah em em,masa tu kita tak kita tak lahir lagi lah hm hm,masa tu kita tak kita tak lahir lagi lah um um,masa tu kita tak kita tak lahir lagi lah em em,masa tu kita tak kita tak lahir lagi lah hm hm,1.8082401752471924,4.663954734802246,1.7667784690856934,3.470714807510376
tetapi,tapi,tapi,tetapi,tapi,0.5753257274627686,1.1537771224975586,0.6286354064941406,1.1359102725982666
ha majoriti yang mewakili ha mewakili di ha Malaysia timur,ah majoriti yang mewakili ah mewakili di ah Malaysia timur,ah majoriti yang mewakili ah mewakili di ah Malaysia Timur,ha majoriti yang mewakili ha mewakili di ha Malaysia timur,ha majoriti yang mewakili ah mewakili di ah Malaysia Timur,2.3669512271881104,4.64814305305481,2.312652111053467,5.590369701385498
iaitu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai Orang Dayak,yang itu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai orang dayak,iaitu di Sarawak kebanyakan kumpulan orang bukan Islam diklasifikasikan sebagai orang Dayak,iaitu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai Orang Dayak,iaitu di Sarawak kebanyakan kumpulan orang bukan Islam diklasifikasikan sebagai orang Dayak,4.611037015914917,6.548953294754028,3.4703927040100098,6.302297115325928
ha so ada budaya kalau ada dekat Sarawak tu ada budaya Dayak,ha so ada budaya kalau dekat Sarawak tu ada budaya Dayak,ha so ada budaya kalau dekat Sarawak tu ada budaya daya,ha so ada budaya kalau ada dekat Sarawak tu ada budaya Dayak,ha so ada budaya kalau dekat Sarawak tu ada budaya Dayak,2.2655258178710938,5.556184768676758,2.887098550796509,4.7878098487854
dan mereka membentuk kira-kira empah puluh peratus penduduk di negara ini,dan mereka membentuk kira-kira empat puluh peratus penduduk di negara ini,dan mereka membentuk kira-kira empat puluh peratus penduduk di negeri ini,dan mereka membentuk kira-kira empah puluh peratus penduduk di negara ini,dan mereka membentuk kira-kira empat puluh peratus penduduk di negeri ini,2.966869354248047,6.00595498085022,3.5058393478393555,6.621713638305664
ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,2.99229383468628,4.789279222488403,2.1843299865722656,4.3881165981292725
seribu eh,seribu eh,seribu eh,seribu eh,seribu eh,0.7794246673583984,1.6064767837524414,0.7635934352874756,1.5888793468475342
seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seraus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,2.719942092895508,6.822954416275024,2.6474056243896484,6.159251689910889
et-etnik yang berbeza di Semenanjung Malaysia,et-etnik yang berbeza di Semenanjung Malaysia,etnik yang berbeza di Semenanjung Malaysia,et-etnik yang berbeza di Semenanjung Malaysia,et-etnik yang berbeza di Semenanjung Malaysia,1.971250295639038,3.3786635398864746,1.8618321418762207,3.644205093383789
kalau macam orang Cina ni,kalau macam orang Cina ni,kalau macam orang Cina ni,kalau macam orang Cina ni,kalau macam orang Cina ni,1.1379354000091553,2.2186923027038574,1.1226022243499756,2.167091131210327
dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,4.80184268951416,7.140358924865723,4.629686117172241,7.934754848480225
orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri Selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,5.008081436157227,8.315745115280151,4.037678956985474,8.007769584655762
secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara berangsur-angsur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,4.005508899688721,8.11397385597229,3.595141887664795,7.607295989990234
dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,2.415501356124878,5.541243553161621,2.6842520236968994,4.5582239627838135
muncul Peranakan orang-orang Cina telah meng,muncul Peranakan orang-orang Cina telah meng,muncul peranakan orang orang cinta telah meng,muncul Peranakan orang-orang Cina telah meng,muncul peranakan orang-orang Cina telah meng,2.061506509780884,3.346970796585083,2.4791934490203857,4.598199129104614
mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengadoptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengaduk tahsi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,3.425506830215454,8.072761535644531,3.4592843055725098,6.525169372558594
ha agama Buddha agama,ha agama Buddha agama,ah agama Buddha agama,ha agama Buddha agama,ha agama Buddha agama,1.0295915603637695,2.0356040000915527,1.0002365112304688,2.007801055908203
tau,tahu,tau,tau,tau,0.5335488319396973,1.135409593582153,0.542241096496582,1.1271345615386963
Taoisme,Taosme,taus meh,Taoisme,Taos Mei,0.623253345489502,1.581918239593506,0.609687328338623,1.6738791465759275
yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,2.3083367347717285,4.476984262466431,1.839540958404541,4.399670362472534
pelbagai,pelbagai,pelbagai,pelbagai,belbagai,0.5800197124481201,1.1516547203063965,0.5265665054321289,1.1456365585327148
kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,3.2962536811828613,7.5807785987854,3.510527372360229,6.186048984527588
Kantonis Mandarin,Kantonis Mandarin,kan Tonis Mandarin,Kantonis Mandarin,Kantonis Mandarin,0.8030071258544922,1.5951731204986572,1.0088231563568115,1.9385395050048828
Hokkien Hakka Hainan,Hokkien Hakka Hainan,hokain haka hainen,Hokkien Hakka Hainan,Hokkain Hakkah Hainan,1.224027156829834,2.248762607574463,1.698396921157837,3.320838928222656
dan Fuzhou,dan Fuzhou,dan fuzo,dan Fuzhou,dan Fuzhou,0.7716014385223389,1.5674421787261963,0.7344274520874023,1.5599629878997805
kalau macam masyarakat India pula,kalau macam masyarakat India pula,kalau macam masyarakat India pula,kalau macam masyarakat India pula,kalau macam masyarakat India pula,1.7040340900421145,3.8759241104125977,1.3732497692108154,2.798170566558838
em di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,hm di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,di Malaysia adalah yang terkecil masyarakat India dekat Malaysia ni,em di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,di Malaysia adalah yang terkecil masyarakat India dekat Malaysia ni,2.527050733566284,4.222736358642578,2.3763370513916016,4.045592784881592
dia macam tak ramai sangat la dia ada tiga kumpulan etnik,dia macam tak ramai sangatlah dia ada tiga kumpulan etnik,dia macam tak ramai sangatlah dia ada tiga kumpulan etnik,dia macam tak ramai sangat la dia ada tiga kumpulan etnik,dia macam tak ramai sangat lah dia ada tiga kumpulan etnik,2.2987306118011475,5.747980117797852,2.200382232666016,5.408764600753784
utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,3.3261168003082275,6.859035968780518,3.2425997257232666,6.306416749954224
mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,2.5075483322143555,3.626273393630981,2.3839731216430664,3.783414840698242
Tamil Malayali dan orang,Tamil Malayali dan orang,Tamil Malayali dan orang,Tamil Malayali dan orang,Tamil Malayali dan orang,1.2322447299957275,2.432394504547119,1.718269109725952,3.139204502105713
telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di ne- negara ini,telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di negara ini,telugu membentuk lebih daripada 85 peratus daripada penduduk asal India di negara ini,telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di ne- negara ini,Telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di negara ini,4.421838998794556,7.01830005645752,4.081931591033936,7.39017653465271
pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,men datang India ke Malaysia membawa mereka budaya Hindu dan Sikh,pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,1.9671423435211184,4.116809368133545,1.8685171604156487,4.214056015014648
ini,ini,ini,ina,ini,0.5875811576843262,1.2950680255889893,0.4283404350280761,1.2641103267669678
termasuk,termasuk,termaksuk,termasuk,termasuk,0.9226553440093994,1.5728192329406738,0.6436593532562256,1.3683578968048096
termasuk kuil-kuil dan Gurdha,termasuk kuil-kuil dan gurdak,termasuk kuil-kuil dan gudak,termasuk kuil-kuil dan Gurdha,termasuk kuil-kuil dan gurdak,1.667341709136963,3.3749048709869385,1.5795934200286863,3.2343292236328125
Gurd-Gurdwara,Gurd-Gurdwara,gur guru warah,Gurd-Gurdwara,Gud-Gurwara,1.138988018035889,2.0079262256622314,1.0430192947387695,2.164484024047852
masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,4.030745029449463,5.815128803253174,3.88309383392334,6.402120113372803
masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka tu,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka tu,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka,3.68608283996582,8.40621280670166,3.734297037124634,7.197284936904907
tetap Hindu,tetap Hindu,tetap Hindu,tetap Hindu,tetap Hindu,0.7731425762176514,1.5859918594360352,0.7624781131744385,1.6105940341949463
bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,2.9192230701446533,6.700241565704346,2.726188898086548,6.416931629180908
kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,1.2775635719299316,2.4406492710113525,1.209456443786621,2.405017375946045
hm apa lagi tentang,um apa lagi tentang,ah apa lagi tentang,hm apa lagi tentang,um apa lagi tentang,0.7974393367767334,1.589442253112793,0.760028600692749,1.5377233028411863
budaya ni,budaya ni,budaya ni,budaya ni,budaya ni,0.6474287509918213,1.4579169750213623,0.6644763946533203,1.315737247467041
oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,2.084355592727661,3.6012520790100098,1.9453999996185305,3.024135112762451
hm,hm,hm,hm,hm,0.449319839477539,0.9192593097686768,0.5808920860290527,0.9256319999694824
hm,hm,hmm,hm,hm,0.4109389781951904,0.9115927219390868,0.637213945388794,1.101712942123413
kalau pakaian orang India ke orang Cina ke macam mana pula,kalau pakaian orang India ke orang Cina ke macam mana pula,kalau pakaian orang India ke orang China ke macam mana pula,kalau pakaian orang India ke orang Cina ke macam mana pula,kalau pakaian orang India ke orang Cina ke macam mana pula,2.140326023101806,4.314513683319092,2.3616812229156494,4.982097148895264
kalau macam aku pula aku,kalau macam aku pula aku,kalau macam aku pula aku,kalau macam aku pula aku,kalau macam aku pula aku,1.5495672225952148,2.5639944076538086,1.1104755401611328,2.239560842514038
aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,1.2424311637878418,2.435379266738892,1.1763238906860352,2.367583990097046
ah minat ah da-dalam,ah minat ah da-dalam,ah minat ah dah dalam,ah minat ah da-dalam,ah minat ah da- dalam,1.2350897789001465,2.01122784614563,1.1723144054412842,2.2038052082061768
bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget lah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget lah macam menari macam kalau orang Melayu orang Melayu dia ada,3.5440173149108887,6.507794380187988,3.041228771209717,7.037708520889282
ah joget Melayu ke Zapin ke kan Kuda Kepang ke,ha joget Melayu ke Zapin ke kan Kuda Kepang ke,ha jokit Melayu ke Zafin ke kan kutuk kepang ke,ah joget Melayu ke Zapin ke kan Kuda Kepang ke,ha joget Melayu ke Zapin ke kan kuda kepang ke,2.293748140335083,5.765719413757324,2.320239543914795,4.099214315414429
so,so,su,so,Su,0.6442184448242188,0.9579124450683594,0.557537317276001,0.9203195571899414
erm,hm,hmm,hm,hm,0.4270398616790771,0.9224803447723388,0.54111647605896,0.9001295566558838
kalau macam orang Cina pula dia ada Tarian Kipas,kalau macam orang Cina pula dia ada Tarian Kipas,kalau macam orang Cina pula dia ada tarian kipas,kalau macam orang Cina pula dia ada Tarian Kipas,kalau macam orang Cina pula dia ada Tarian Kipas,2.0147526264190674,3.97894287109375,2.592848539352417,4.38171648979187
dia ada ada Tarian Naga kalau orang India dia ada tarian,dia ada ada Tarian Naga kalau orang India dia ada tarian,dia ada ada tarian naga kalau orang India dia ada tarian,dia ada ada Tarian Naga kalau orang India dia ada tarian,dia ada ada Tarian Naga kalau orang India dia ada Tarian,2.151695489883423,5.03741717338562,1.986616611480713,4.225240468978882
tarian,tarian,darian,tarian,tarian,0.5695102214813232,1.1354968547821045,0.5248420238494873,1.153998851776123
selain daripada Zapin,selain daripada Zapin,selain daripada zapin,selain daripada Zapin,selain daripada zapin,1.0881071090698242,2.233715057373047,1.0588116645812988,2.10863995552063
yang aku tahu,yang aku tahu,ya aku tahu,yang aku tahu,yang aku tahu,0.6602036952972412,1.3571228981018066,0.6317334175109863,1.301438808441162
ada Tarian Kuda Kepang,ada Tarian Kuda Kepang,ada tarian kuda kepang,ada Tarian Kuda Kepang,ada Tarian Kuda Kepang,1.2042698860168457,2.936636686325073,1.1748900413513184,2.3280420303344727
Kuda Kepang ni pendatang-pendatang Jawa,Kuda Kepang ni pendatang-pendatang Jawa,kuda kepang ni pendatang-pendatang Jawa,Kuda Kepang ni pendatang-pendatang Jawa,Kuda Kepang ni pendatang-pendatang Jawa,2.5659737586975098,3.794397592544556,1.9742186069488523,4.829379796981812
dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,1.812704086303711,3.608939647674561,1.7235920429229736,3.4967055320739746
dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,2.115278482437134,3.578169345855713,1.9431860446929927,3.0882813930511475
penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,1.7030510902404783,3.3000614643096924,2.3424313068389893,3.645524263381958
mengejek dan menceritakan kisah perang Islam,mengejek dan menceritakan kisah perang Islam,menginjik dan menceritakan kisah Perang Islam,mengejek dan menceritakan kisah perang Islam,mengejek dan menceritakan kisah Perang Islam,1.9413909912109373,5.112145900726318,1.896957874298096,4.308770418167114
so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,so dia ceritakan pasal pasal perang Islam lah masyarakat China membawa Tarian Singa,so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,so dia ceritakan pasal pasal Perang Islam lah masyarakat Cina membawa Tarian Singa,3.222259759902954,6.013900279998779,3.1253719329833984,6.030090093612671
kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,7.1931471824646,11.731214046478271,6.0390167236328125,12.220221519470217
Baratha,Baratha,barata,Baratha,Bharata,0.5721771717071533,1.1495819091796875,0.7055046558380127,1.3767421245574951
Nat-Nat-Nat-Natyam dan Bangra,Nat-Nat-Natyam dan Bangra,Nyat Nyat Nyat Yam dan Bang Gra,Nat-Nat-Nat-Natyam dan Bangra,Nhat-Nhat-Nhat Yam dan Bangra,1.6735048294067385,3.171040296554565,2.165544271469116,3.7710158824920654
kolonia-kolonialisme juga membawa bentuk seni yang lain seperti fara fira dan ranca Portugis,kolonial-kolonialisme juga membawa bentuk seni yang lain seperti fara pera dan branca Portugis,kolonial kolonialisme juga membawa bentuk seni yang lain seperti farapira dan brancha Portugis,kolonia-kolonialisme juga membawa bentuk seni yang lain seperti fara fira dan ranca Portugis,kolonial kolonialisme juga membawa bentuk seni yang lain seperti farapira dan brancha Portugis,3.765771150588989,7.204830169677734,3.277840137481689,6.655829668045044
terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani sangat kuat,terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani yang sangat kuat,terdapat pelbagai talian tradisional yang sering mempunyai kepentingan rohani yang sangat kuat,terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani sangat kuat,terdapat pelbagai talian tradisional yang sering mempunyai kepentingan rohani yang sangat kuat,3.795900344848633,8.191967964172363,3.5778346061706543,7.615113258361816
sebilangan kaum sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,sebilangan kawak sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,sebilangan kau sebilangan suku dari Malaysia Barat dan Timur mempunyai tarian yang berbeza,sebilangan kaum sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,sebilangan kaum sebilangan suku dari Malaysia Barat dan Timur mempunyai tarian yang berbeza,3.673232793807984,7.79874324798584,3.639575958251953,6.786957979202271
macam macam macam,macam macam macam,so macam macam macam,macam macam macam,macam macam macam,0.7900645732879639,1.5696611404418943,0.9903037548065186,1.5701968669891355
so kat Malaysia ni macam-macam la tarian,so kat Malaysia ni macam-macam lah Tarian,so kat Malaysia ni macam-macam lah tarian,so kat Malaysia ni macam-macam la tarian,so kat Malaysia ni macam-macam lah tarian,1.571079969406128,3.10510802268982,2.055232286453247,3.0681214332580566
kalau dari segi muzik,kalau dari segi muzik,kalau dari segi muzik,kalau dari segi muzik,kalau dari segi muzik,1.2294881343841553,2.7228353023529053,1.1870150566101074,3.285492181777954
muzik,muzik,muzik,muzik,muzik,0.8799865245819092,1.960202932357788,0.6164660453796387,1.3674023151397705
muzik [UNK] ah budaya mana yang kau suka,muzik ha budaya mana yang kau suka,muizik ah budaya mana yang kau suka,muzik ba- ah budaya mana yang kau suka,muzik bang- ah budaya mana yang kau suka,1.4736535549163818,2.873632431030273,1.6120524406433103,3.2809455394744877
Melayu ke India ke Cina ke,Malayu ke India ke Cina ke,Layu ke India ke China ke,Melayu ke India ke Cina ke,Melayu ke India ke Cina ke,1.4687044620513916,2.453120708465576,1.3327360153198242,2.606729030609131
oh ya la perempuan kan,oh ya la perempuan kan,oh elah perempuan kan,oh ya la perempuan kan,oh ialah perempuan kan,1.2485861778259275,3.2175934314727783,1.1674604415893557,2.3773956298828125
kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,2.808846235275269,4.463391065597534,2.159792900085449,5.41578483581543
