reference,whisper_large_v3_prediction,whisper_large_v3_process_time
di mana ada matahari di situ tiba tiba hujan turun jadi,di mana ada matahari di situ tiba-tiba hujan turun jadi,4.485824108123779
hujan ni memang bukan hujan biasa sebab,hujan ni memang bukan hujan biasa sebab,3.480989694595337
hujan ni memang kimia dia memang akan,hujan ni memang kimia dia memang akan,3.7551369667053223
turun disebabkan dia tak mampu nak tahan,turun disebabkan dia tak mampu nak tahan,3.4945387840270996
tahan apa yang ada kat dalam tu,tahan apa yang ada kat dalam tu,2.4792261123657227
so kalau hujan waktu matahari terang [UNK] kalau boleh elakkan daripada terkena lah,so kalau hujan waktu matahari terang kalau boleh elakkan daripada terkena lah,6.064271688461304
sebab main hujan memang bahaya,sebab bercandang memang bahaya,2.9303548336029053
dia boleh bawa kepada demam teruk yang serius,dia boleh bawa kepada demam teruk yang serius,3.490694522857666
ha,ha,0.9410243034362793
hm,hm,0.8857986927032471
wah jumlah yang sangat mendadak eh kenaikan yang mendadak,wah jumlah yang sangat mendadak eh kenaikan yang mendadak,4.500352621078491
macam mana boleh [UNK] benda terjadi tersebut,macam mana boleh boleh terjadi tersebut,3.572110652923584
oh,oh,0.944230318069458
oh [UNK] okey okey,oh kau okey okey,1.8949434757232666
ya,ya,0.8905620574951172
oh kalau nak tau,ah kalau nak tahu,1.5159149169921875
[UNK] bukannya masalah,mih dia bukannya masalah,2.3228096961975098
makan berlebihan ataupun kurang bersenam [UNK] suatu yang kita tak kisah tapi benda tersebut,akan berlebihan ataupun kurang bersenam ia satu yang kita tak kisah tapi benda tersebut,7.451695442199707
kita kena jagalah kalau contohnya kita makan banyak kita kenalah senam sikit kena [UNK] seimbangkan diri kita,kita kena jagalah kalau contohnya kita makan banyak kita kena lah senang sikit kena seimbangkan diri kita,7.303035736083984
mengikut piramid makanan,mengikut piramid makanan,3.297006368637085
mengikut,mengikut,1.650611400604248
apa yang dikatakan oleh Kementerian Kesihatan,apa yang dikatakan oleh Kementerian Kesihatan,3.461787462234497
kita tak boleh ikut diri kita je,kita tak boleh ikut diri kita je,2.804121732711792
sebab kalau kita,sebab kalau kita,1.534888505935669
asyik lebih senangkan diri kita dulu macam kita makan banyak,pasti lebih senangkan diri kita dulu macam kita makan banyak,4.486438989639282
and then kita lupa nak bersenam effect dia tak akan datang terus tau kadang-kadang,and then kita lupa nak bersenam effect dia tak akan datang terus tau kadang kadang,5.440514087677002
dia akan [UNK] effect kepada,dia akan menge-me-infekt kepada,3.0500693321228027
sepuluh tahun yang akan datang dua puluh tahun yang akan datang dia akan effect kepada benda tersebut,sepuluh tahun yang akan datang dua puluh tahun yang akan datang dia akan effect pada benda tersebut,7.417930841445923
mungkin sekarang kita tak ada kencing manis mungkin lagi lima tahun kita akan ada kencing manis mungkin sekarang kita hm okey lagi mungkin nanti dah esok kita ada diabetes,mungkin sekarang kita tak ada kacang manis mungkin lagi lima tahun kita akan ada kacang manis mungkin sekarang kita um okey lagi mungkin nanti tak esok kita ada diabetes,9.903772354125977
ha benda ni tak hm,ha benda ni tak hm,2.7275843620300293
ah kalau ikutkan tu kerajaan banyak boleh membantu sebenarnya kerajaan telah bantu kita banyak tau tapi kita je tak sedar bahawa,ah kalau ikutkan tu kerajaan banyak boleh membantu sebenarnya kerajaan telah bantu kita banyak tau tapi kita je tak sedar bahawa,8.279871702194214
kerajaan telah mem-memberitahu kepada kita dia telah meletakkan banyak,kerajaan telah meng-memberitahu kepada kita dia telah meletakkan banyak,6.457019805908203
banyak banyak sign di banyak di banyak restoran restoran tentang piramid makanan dan,banyak banyak sign di di mana restoran restoran tentang piramid makanan dan,4.614370822906494
cuma rakyat Malaysia ni kamu tau Malaysia ni merupakan syurga makanan bak kata orang,cuma rakyat Malaysia ni kamu tahu Malaysia ni merupakan sugar makanan bagi orang,5.331158399581909
di mana semua tempat ada banyak makanan semuanya sedap-sedap,di mana semua tempat ada banyak makanan semuanya sedap sedap,4.881377220153809
dan kuantitinya sangat banyak dan sebab itulah mungkin antara Malaysia merupakan rakyat yang paling banyak mempunyai masalah obesiti,dan kuantitinya sangat banyak dan sebab itulah mungkin antara Malaysia merupakan rakyat yang paling banyak mempunyai masalah obesiti,8.480023384094238
walaupun pada kalangan muda,walaupun pada kalangan muda,3.177861452102661
dia bukanlah bukan salah kerajaan sebenarnya dia salah pada diri sendiri,eh bukan bukan salah kerajaan hanya desaklah pada diri sendiri,4.083892345428467
ah,ah,0.9195396900177002
lebih peka [UNK] lebih peka tentang kesihatan,lebih peka tentang lebih peka tentang kesihatan,3.221282958984375
hm okey,hm okey,1.4624099731445312
ah,ah,1.1375341415405273
hm sama macam ibu bapa jugalah ia perlu diterapkan daripada kecik,hm sama macam ibu bapa jugalah ia perlu diterapkan daripada kecil,5.775435209274292
ha dia macam,ha dia macam,1.3413715362548828
ha dia macam mengehadkan makanan ah masak makanan yang,ha dia macam menghadkan makanan ah masak makanan yang,3.603919744491577
[UNK] ah masak makanan yang seimbang yang mana banyak sayur kurangkan gula dalam masakan [UNK] kurangkan garam lebihkan sayurlah,mak-mak ah masak makanan yang seimbang yang mana banyak sayur kurangkan gula dalam masakan kurangkan garam lebihkan sayur lah,9.452969074249268
hm,hm,0.9409360885620117
memang,memang,1.0936031341552734
masalah kesihatan ni kebanyakannya datang daripada makananlah bukan saja kurang bersenam,masalah kesihatan ni kebanyakannya datang daripada makanan lah bukan saja kurang bersenam,6.521547079086304
bersenam kalau boleh tiga kali seminggu itu paling kuranglah kalau nak buat [UNK],bersenam kalau boleh tiga kali seminggu itu paling kurang lah kalau nak buat makanan selamat,6.392348289489746
hm,hm,0.9302880764007568
ah saya rasa,ah saya rasa,1.2757377624511719
em itu saja kot tentang kesihatan ni jadi saya just nak cakap awak kena jagalah kesihatan awak dan [UNK] kalau boleh bagitahulah semua kawan-kawan awak ataupun saudara-mara awak tentang masalah ni,hm itu saja kot tentang kesihatan ni jadi saya just nak cakap awak kena jagalah kesihatan awak dan kalau boleh bagitahulah semua kawan-kawan awak ataupun saudara-saudara awak tentang masalah ni,13.094498872756958
ha ah,ha,0.9486041069030762
ah masalah,em masalah,1.302400827407837
hm,hm,0.8725728988647461
okey,okey,1.0947461128234863
oh terima kasih dah share benda ni kepada saya okey,ah terima kasih dah share benda ni kepada saya okey,4.51081395149231
bye,bye,0.9424502849578857
hai,hai,0.9024286270141602
oh hai,oh hai,1.1133902072906494
bet,but,0.8989005088806152
cuti sekolah selalu aku tengok K drama K drama aku layan B T S,serti sekolah selalu aku tengok K-Drama K-Drama aku layan B T S,5.961204767227173
aku layan K Pop,aku layan K-pop,2.7248196601867676
lepas tu aku kemas rumah,lepas tu aku kemas rumah,2.208430767059326
hm,hm,0.9116017818450928
ah ha,ha,0.9054229259490967
ha,ah,0.8710322380065918
kalau aku,kalau aku,1.3052735328674316
ha kalau macam,ha kalau macam,1.3166453838348389
er buat standard rumah,er bawa sanduk rumah,1.9386112689971924
macam biasalah aku pergi,macam biasalah aku pergi,2.386359930038452
aku pergi rumah nenek aku,aku pergi rumah nenek aku,2.670720100402832
rumah nenek aku dekat Mersing ada Bakar Batu ada,waw nenek aku dekat Mersing ada Bakar Batu ada,4.05637001991272
macam-macam ada,macam macam ada,1.569329023361206
lepas tu,lepas tu,1.2911615371704102
kalau tak pun,kalau tak pun,1.5082287788391113
pergi bercuti,pergi bercuti,1.966554880142212
aku pergi bercuti,aku pergi bercuti,2.4004967212677
dekat,dekat,1.626702070236206
pulau-pulau lah,pulau-pulau lah,2.372257709503174
ha ada satu ni ada Pulau Babi,ha ada satu ni ada Pulau Babi,2.6820714473724365
nama pulau tu memang pulau,nama pulau tu memang pulau,2.3851006031036377
pulau,pulau,1.3186039924621582
Pulau Babi tu dia dekat Johor,pulau babi tu dia dekat Johor,4.002816677093506
dekat Mersing lah,dekat Mersing,2.060086250305176
pulau dia nama dia Pulau Babi Besar,pulau dia nama dia Pulau Babi Besar,3.461775064468384
dekat Mersing,dekat Mersing,2.0682849884033203
kalau kau kau nak pergi mana,kalau kau kau nak pergi mana,2.1609387397766113
hm tak pergi bercuti,em tak pergi bercuti,2.4810287952423096
tak pergi bercuti ke,tak pergi bercuti ke,2.444344997406006
um hm selalu kalau cuti jauh-jauh kau pergi mana,hm selalu kalau cuti jauh-jauh kau pergi mana,4.13457465171814
hm kalau kalau aku cuti lama,hm kalau kalau aku cuti lama,2.20930552482605
aku lagi suggest kan pergi pantai,aku lagi suggest kan pergi pantai,2.1666767597198486
cadang kalau aku pergi Melaka pergi lawat,kadang kalau aku pergi Melaka pergi lawat,3.686931848526001
ha nenek ha atuk saudara aku dekat Melaka sana,ha nenek ah atuk saudara aku dekat Melaka sana,3.799105405807495
aku pergi pantai,aku pergi pantai,1.5571987628936768
ha,ah,0.86647629737854
ha ah juga lepas tu dekat,ha ah juga lepas tu dekat,2.3327505588531494
ha rumah atuk aku,ah rumah atuk aku,1.7382214069366455
dekat,dekat,1.6893599033355713
Klebang tu,Klaibang tu,2.42030930519104
rumah dia rumah dia dekat situ lepas tu belakang tu kau jalan just jalan kaki je dah sampai pantai,rumah dia rumah dia dekat situ lepas tu belakang tu kau jalan just jalan kaki je dah sampai pantai,6.790114402770996
ha ah,ha ah,1.1564950942993164
hm hm aku selalu balik sana memang,hm hm aku selalu balik sana memang,2.7656383514404297
hitam lah,hitam lah,1.718576192855835
hm muka burn gila,nah muka burn gila,2.2949929237365723
kalau kau,kalau kau,1.3166911602020264
kalau,kalau,1.0841615200042725
hm kalau hotel-hotel kau pernah pergi,hm kalau hotel-hotel kau pernah pergi,2.5683746337890625
contoh hotel yang kau pernah pergi,contoh hotel yang kau pernah pergi,2.200535297393799
hm hm,hm hm,1.0961720943450928
ah ah,ah ah,1.2619659900665283
oh,oh,1.1760530471801758
kalau aku pun aku kan kalau pergi Melaka kan aku pergi ramai-ramai so memang sewa ho eh ah homestay lah homestay tu dekat-dekat dengan bandar lah,kalau aku pun aku kan kalau pergi Melaka kan aku pergi ramai-ramai so memang sewa o-o ah homestay ah homestay tu dekat-dekat dengan bandar lah,10.647465229034424
dia kalau homestay tu satu malam,dia kalau homestay tu satu malam,3.4979376792907715
setakat,setakat,1.4603898525238037
seratus seratus lima puluh macam gitu lah so selalu kita orang tidur seminggu,seratus seratus lima puluh macam gitu lah so selalu kita orang tidur seminggu,5.095104694366455
seminggu dalam entahlah,seminggu dalam entahlah,2.1917412281036377
kalau kau,telan kau,1.5503113269805908
er sewa,selalu sewa,1.776761770248413
kalau kau selalu,kalau kau selalu,2.399754285812378
kalau kau selalu,kalau kau selalu,1.8808128833770752
hm,em,0.9031252861022949
satu malam kau kat sana berapa,satu malam kau kat sana berapa,2.5738329887390137
oh mahal tak,oh mahal tak,1.5205168724060059
hm,em,0.8773500919342041
ha selain Melaka,ah selain Melaka,1.6869678497314453
selain Melaka apa lagi,selain Melaka apa lagi,2.2390904426574707
tempat yang kau nak bercuti,tempat yang kau nak bercuti,3.1664814949035645
kenapa,kenapa,1.1716539859771729
ah and then,ha and then,1.2964646816253662
hm kalau kalau aku lah kan,hm kalau kalau aku lah kan,1.9140503406524658
aku teringin nak pergi Terengganu,aku teringin nak pergi Terengganu,2.7847044467926025
ha ah,ah ah,1.122246503829956
ah,ah,0.8775770664215088
ha best lah dapat jumpa penyu,ha best lah dapat jumpa penyu,3.183786153793335
lepas tu dapat jumpa Zizan,lepas tu dapat jumpa Zizan,2.8768017292022705
ha ah,ha ah,1.12154221534729
aku nak pegang penyu tu nak pegang baby penyu tu nak belai belai,aku nak pegang penyu tu nak pegang baby penyu tu nak bela-belai,4.94608736038208
eh comel,eh congol,1.5460329055786133
kejap lah aku lupa kejap eh aku fikir,sekejap lah aku lupa sekejap lah aku fikir,5.267704248428345
ha pantai,ha pantai,1.3747437000274658
pantai,pantai,1.300567626953125
pantai,pantai,1.3178155422210693
Teluk Ketapang,telur ketapang,1.9386281967163086
hm tak pasti lah kat mana,em tak pasti lah kat mana,1.9303770065307617
hm sebab kan kita nak exam,em sebab kan kita nak exam,2.473947525024414
biasalah [UNK],biasalah ada percapaian macam,3.327538251876831
banyak kekangan masa kan,banyak kekangan masa kan,2.2057957649230957
of course lah Korea,of course lah Korea,1.49635910987854
aku nak pergi Korea sebab aku nak pergi Nami Island aku nak pergi tengok,aku nak pergi Korea sebab aku nak pergi Nami Island aku nak pergi tengok,4.274843692779541
B T S,B T S,1.3601748943328857
aku teringin nak nak pergi jumpa B T S,aku teringin nak nak pergi jumpa P T S,4.278621196746826
ha ah,ah ah,1.1400132179260254
musim salji lah,usim salji lah,1.713118553161621
sebab aku nak buat orang salji,sebab aku nak buat orang salji,2.3688738346099854
aku,aku,0.9791486263275146
kalau dengan kawan-kawan aku teringin nak pergi,kalau dengan kawan-kawan aku teringin nak pergi,3.7288899421691895
ha shop shop B T twenty one,ah shop shop BT21,2.3300962448120117
ha dekat Seoul Seoul Korea,ha dekat Seoul Seoul Korea,2.2915725708007812
lepas tu aku nak,lepas tu aku nak,1.71024751663208
ha ah lepas tu aku nak pergi Purple Island,ha ah lepas tu aku nak pergi Purple Island,2.7726073265075684
ah,ah,0.9116775989532471
tak pasti lah aku tak pasti pulau apa,tak pasti lah aku tak pasti pulau apa,2.634103775024414
tapi setakat yang aku tahu,tapi setakat yang aku tahu,2.656379222869873
ha Purple Purple Island je lah Purple Island tu,ha Purple Purple Island je lah Purple Island tu,3.272589683532715
ha dia punya pulau tu dia rumah tau rumah kat dekat pulau tu,ha dia punya pulau tu dia rumah tau rumah kat dekat pulau tu,4.0987019538879395
dalam rumah tu adalah rumah kampung rumah tradisional Korea lepas tu dia punya rumah tu semua warna purple,dalam rumah macam rumah kampung rumah tradisional Korea lepas tu dia punya rumah tu semua warna purple,5.944267272949219
sebab tu lah dia dapat nama Purple Island,sebab tu lah dia dapat nama Purple Island,3.6427388191223145
ya ya ada,ya ya ada,1.3439934253692627
ha dekat aku lupa lah nama tempat tu lepas tu dekat situ kau boleh bebas nak pakai baju tradisional gerai yang macam-macam tu,ha dekat aku lupa lah nama tempat tu lepas tu kat situ kau boleh bebas nak pakai baju tradisional jualan yang macam macam tu,8.3007071018219
baju dia baju di raja,baju dia baju diraja,3.0134401321411133
ha ah,ha ah,1.185197114944458
ha ah sewa sewa untuk satu hari je satu hari pun setengah hari je,ha ah sewa sewa untuk satu hari je satu hari pun setengah hari je,4.478934049606323
aku teringin nak pergi,aku teringin nak pergi,2.006089448928833
nak pergi Australia,nak pergi Australia,1.341947078704834
ya aku nak jumpa Koala sekali,ya aku nak jumpa Cola sekali,2.5044357776641846
hm nak jumpa apa,hm nak jumpa apa,2.441269874572754
oh Disneyland,oh Disneyland,1.1906945705413818
apa yang menarik sangat,apa yang menarik sangat,1.9551517963409424
apa yang menarik sangat dengan Disneyland tu,apa yang menarik sangat dengan Disneyland tu,2.573244094848633
ah,ah,0.9027080535888672
kat lepas tu tempat lain yang aku nak pergi,ke lepas tu tempat lain yang aku nak pergi,2.9734396934509277
aku nak pergi Afrika,aku nak pergi Afrika,2.126483201980591
ha ah,ha ah,1.5178558826446533
ah aku nak pergi tempat yang ada binatang bintang buas banyak banyak tu,ha aku nak pergi tempat yang ada binatang binatang buas banyak-banyak tu,5.3386430740356445
ada gajah ada harimau ada singa,ada gajah ada harimau ada singa,3.018495798110962
lepas tu ada [UNK] ada kuda ada macam macam lah aku teringin nak jumpa singa dengan harimau,lepas tu ada pu- ada kuda ada macam-macam lah aku teringin nak jumpa singa dengan harimau,7.677809000015259
ah ha oh Pahang Pahang aku [UNK] pernah pergi,Pahang oh Pahang Pahang aku pernah pergi,3.4928081035614014
aku pergi air terjun dia best,aku pergi air terjun dia best,2.176860809326172
ah Pahang dekat,ha Pahang dekat,1.9238908290863037
Temerloh,termalu,1.3184282779693604
Cameron ah Cameron Highlands Cameron Highlands pun aku pernah pergi,Cam-ah camera halal camera halal pun aku pernah pergi,4.337303161621094
dekat Cameron Highlands tu ada rumah,dekat Cameron Highlands tu ada rumah,2.653113603591919
nenek saudara aku,nenek saudara aku,1.7593584060668945
so kat situ [UNK] kita orang bebaslah nak pergi mana mana nak pergi,so kat situ kita orang bebas lah nak pergi mana mana nak pergi,3.609433174133301
ah [UNK] ah ladang strawberi,ha stok ah ladang strawberry,2.6460535526275635
lepas tu ah ladang,lepas tu ah ladang,2.388193130493164
ah,ah,0.8986678123474121
teh teh bung-bunga teh apa daun teh daun teh,teh teh bunga bunga teh apa daun teh daun teh,3.828906774520874
ladang teh erm ladang teh,ladang teh hm ladang teh,2.1563870906829834
ha ag dekat lepastu dia punya dia punya halaman rumah pun,ha ah dekat lepas tu dia punya dia punya halaman rumah pun,4.519918203353882
ah ada banyak sayur sayur,ha ada banyak sayur sayur,2.4477314949035645
macam kat situ dia punya udara segarlah lepastu sejuk,macam kat situ dia punya udara segar lah lepas tu sejuk,4.102553606033325
ya,kejap,1.4292588233947754
ma kalau malam,mak kalau malam,1.5059599876403809
malam tak payah buka kipas pun dah rasa sejuk,malam tak payah buka kipas pun dah rasa sejuk,4.831506729125977
ha ah,ah ah,1.239142656326294
aku cadangkan kau pergi,aku cadangkan kau pergi,1.9460680484771729
ha ah ah,ah,0.8882596492767334
Sabah,Sabah,1.098613977432251
Sabah ataupun Sarawak,Sabah ataupun Sarawak,2.1445395946502686
ya ah ada sungai buaya,ya ah ada sungai buaya,2.142207384109497
ada banyak buaya kat situ,ada banyak buaya kat situ,2.2411396503448486
sebabkan kat Sabah tu,sebab kan kat Sabah tu,2.971249580383301
ah,ah,0.9357686042785645
ada macam macam ben,ada macam macam pun,1.5056393146514893
benda lah dia macam,benda lah dia macam,1.7135913372039795
ada rumah panjang,ada rumah panjang,1.5280330181121826
and don,and don,1.0909581184387207
dapat menarik kenapa ada apa kat sana,dapat menarik kenapa ada apa kat sana,3.0016441345214844
ha ah,ha,1.1294240951538086
macam tu ada,contoh dia,1.768477201461792
Surabaya bukan ah kampung Freddy ke,Surabaya bukan ah kampung Freddy ke,2.8555586338043213
ah so,lepas tu,1.3382532596588135
tempat,tempat,1.082028865814209
Surabaya je,Surabaya je,1.4942679405212402
kat Jakarta Jakarta kan ada,kat Jakarta Jakarta kan ada,2.1763787269592285
ah K tempat tempat lain yang aku boleh pergi kat mana,okey tempat tempat lain yang aku boleh pergi kat mana,3.867027997970581
dalam Malaysia ah,dalam Malaysia lah,2.1976113319396973
Perak,Berak,1.3132727146148682
kenapa kenapa kau suggestkan aku nak pergi Perak,kenapa kenapa kau suggest kan aku nak pergi Perak,3.1855201721191406
erm dia macam lagi luas lah kan,hm dia macam lagi luas lah kan,2.3935763835906982
macam Zoo Negara juga lah kan,macam Zoo Negara juga lah kan,2.407562494277954
erm,em,1.0054056644439697
lepastu tempat lain tempat lain,lepas tu tempat lain tempat lain,3.455747604370117
em,em,0.9157335758209229
kalau aku kalau kat luar negara lah,kalau aku kalau kat luar negara lah,2.794428586959839
aku suggestkan kau pergi Paris,aku suggest kan kau pergi Paris,1.9772169589996338
kota romantik,kota romantik,1.7326717376708984
ya romantik kalau kau pergi sana kau kena kahwin dulu lah,ya romantik kalau engkau pergi sana engkau kena kahwin dulu lah,5.740130662918091
kalau kau pergi kalau kau pergi seorang-seorang rasa macam lonely lonely betul,kalau kau pergi kalau kau pergi sorang sorang rasa macam lonely lonely betul,4.311413764953613
ha ah dengan kawan kan satu kepala,ha ah dengan kawan kan satu kepala,2.6363790035247803
ah weh dah lah ah aku nak pergi dulu bye,ah weh dah lah ah aku nak pergi dulu bye,3.0558371543884277
hai,hai,1.1493990421295166
Ina buat apa tu,Ina buat apa tu,2.425123453140259
oh Ina,oh Nga,1.3891253471374512
kau tahu tak yang dekat Malaysia ni sebenarnya ada macam-macam budaya dekat Malaysia ni,kau tahu tak yang dekat Malaysia ni sebenarnya ada macam-macam budaya dekat Malaysia ni,5.3411900997161865
contohnya macam Melayu,contohnya macam Melayu,2.204948902130127
budaya,budaya,1.1056578159332275
orang Melayu budaya orang Cina budaya orang India,orang Melayu budaya orang Cina budaya orang India,4.575969457626343
so jadinya,so jadinya,1.5626111030578613
budaya orang Melayu ni,budaya orang Melayu ni,2.134680986404419
orang Melayu ni menyumbang lebih separuh penduduk Malaysia,orang Melayu ni menyumbang lebih separuh penduduk Malaysia,3.785179853439331
dekat Malaysia ni memang ramai orang Melayu la daripada,dekat Malaysia ni memang ramai orang Melayu lah daripada,5.017512083053589
ha,ah,1.1301932334899902
daripada kaum-kaum lain,daripada kaum-kaum lain,2.3934662342071533
jadi orang Melayu ni memainkan peranan dominan secara politik,jadi orang Melayu ni memainkan peranan dominan secara politik,4.536017179489136
dan dimasukkan ke dalam kumpulan yang dikenal,dan dimasukkan ke dalam kumpulan yang dikenal,4.029223203659058
pasti sebagai bumiputera,pasti sebagai bumi putra,2.7623515129089355
ba-bahasa bahasa ibunda,ba-bahasa bahasa ibu unda,2.883119821548462
ha orang Melayu ialah Bahasa Melayu,ha orang Melayu ialah bahasa Melayu,3.283712863922119
adalah ba-Bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,adalah bah-bahasa Melayu ni adalah bahasa kebangsaan dekat Malaysia,5.617803335189819
dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang islam,dengan dengan definisi per-perlembagaan Malaysia semua orang Melayu adalah orang Islam,5.379995346069336
orang asal penduduk terawal Ma-Malaysia membentuk hanya,orang asal penduduk terawal M-Malaysia membentuk hanya,4.754043102264404
kosong point lima pera-peratus daripada jumlah penduduk di Malaysia,kosong point lima per-ah peratus daripada jumlah penduduk di Malaysia,6.354529857635498
dan pada tahun dua ribu,dan pada tahun dua ribu,2.045597791671753
masa tu kita tak kita tak lahir lagi lah em em,masa tu kita tak kita tak lahir lagi lah hm hm,3.470714807510376
tetapi,tapi,1.1359102725982666
ha majoriti yang mewakili ha mewakili di ha Malaysia timur,ha majoriti yang mewakili ah mewakili di ah Malaysia Timur,5.590369701385498
iaitu di Sarawak kebanyakan kumpulan orang bukan islam diklasifikasikan sebagai Orang Dayak,iaitu di Sarawak kebanyakan kumpulan orang bukan Islam diklasifikasikan sebagai orang Dayak,6.302297115325928
ha so ada budaya kalau ada dekat Sarawak tu ada budaya Dayak,ha so ada budaya kalau dekat Sarawak tu ada budaya Dayak,4.7878098487854
dan mereka membentuk kira-kira empah puluh peratus penduduk di negara ini,dan mereka membentuk kira-kira empat puluh peratus penduduk di negeri ini,6.621713638305664
ramai suku telah memeluk agama Islam eh agama Kristian,ramai suku telah memeluk agama Islam eh agama Kristian,4.3881165981292725
seribu eh,seribu eh,1.5888793468475342
seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,seratus empat puluh ribu orang asli terdiri daripada beberapa komuniti,6.159251689910889
et-etnik yang berbeza di Semenanjung Malaysia,et-etnik yang berbeza di Semenanjung Malaysia,3.644205093383789
kalau macam orang Cina ni,kalau macam orang Cina ni,2.167091131210327
dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,dia telah menetap di Malaysia selama berabad-abad dan membentuk kumpulan etnik kedua terbesar,7.934754848480225
orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,orang Cina pertama yang menetap di Malaysia di di negeri-negeri selat terutamanya di dalam dan di sekitar Melaka,8.007769584655762
secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,secara beransur-ansur menerima unsur-unsur budaya Malaysia dan berkahwin dengan masyarakat Malaysia,7.607295989990234
dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,dan dengan ini sebuah kumpulan etnik baru yang dipanggil muncul,4.5582239627838135
muncul Peranakan orang-orang Cina telah meng,muncul peranakan orang-orang Cina telah meng,4.598199129104614
mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,mengadaptasi tradisi Melayu sambil mengekalkan unsur-unsur budaya Cina seperti,6.525169372558594
ha agama Buddha agama,ha agama Buddha agama,2.007801055908203
tau,tau,1.1271345615386963
Taoisme,Taos Mei,1.6738791465759277
yang sebahagian besarnya yang sebahagian besarnya,yang sebahagian besarnya yang sebahagian besarnya,4.399670362472534
pelbagai,belbagai,1.1456365585327148
kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,kepelbagaian Cina yang lebih biasa yang diturut dituturkan di Semenanjung Malaysia adalah,6.186048984527588
Kantonis Mandarin,Kantonis Mandarin,1.9385395050048828
Hokkien Hakka Hainan,Hokkain Hakkah Hainan,3.3208389282226562
dan Fuzhou,dan Fuzhou,1.5599629878997803
kalau macam masyarakat India pula,kalau macam masyarakat India pula,2.798170566558838
em di Malaysia adalah yang terkecil masyarakat in- India dekat Malaysia ni,di Malaysia adalah yang terkecil masyarakat India dekat Malaysia ni,4.045592784881592
dia macam tak ramai sangat la dia ada tiga kumpulan etnik,dia macam tak ramai sangat lah dia ada tiga kumpulan etnik,5.408764600753784
utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,utama yang menyumbang kira-kira sepuluh peratus daripada penduduk negara ini,6.306416749954224
mereka bercakap pelbagai bahasa Asia Selatan,mereka bercakap pelbagai bahasa Asia Selatan,3.783414840698242
Tamil Malayali dan orang,Tamil Malayali dan orang,3.139204502105713
telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di ne- negara ini,Telugu membentuk lebih daripada lapan puluh lima peratus daripada penduduk asal India di negara ini,7.39017653465271
pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,pendatang India ke Malaysia membawa mereka budaya Hindu dan Sikh,4.214056015014648
ini,ini,1.2641103267669678
termasuk,termasuk,1.3683578968048096
termasuk kuil-kuil dan Gurdha,termasuk kuil-kuil dan gurdak,3.2343292236328125
Gurd-Gurdwara,Gud-Gurwara,2.1644840240478516
masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,masakan dan pakaian tradisi Hindu tetap kuat di Malaysia India di masyarakat India Malaysia,6.402120113372803
masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka tu,masyarakat India yang mengamalkan amalan budaya Melayu yang yang wujud di Melaka walaupun mereka,7.197284936904907
tetap Hindu,tetap Hindu,1.6105940341949463
bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,bercakap bahasa Melayu dan berpakaian dan bertindak sebagai orang Melayu,6.416931629180908
kalau macam kau pula kau tahu,kalau macam kau pula kau tahu,2.405017375946045
hm apa lagi tentang,um apa lagi tentang,1.5377233028411865
budaya ni,budaya ni,1.315737247467041
oh ni untuk masyarakat Melayu lah,oh ni untuk masyarakat Melayu lah,3.024135112762451
hm,hm,0.9256319999694824
hm,hm,1.101712942123413
kalau pakaian orang India ke orang Cina ke macam mana pula,kalau pakaian orang India ke orang Cina ke macam mana pula,4.982097148895264
kalau macam aku pula aku,kalau macam aku pula aku,2.239560842514038
aku minat tapi aku tak pandai,aku minat tapi aku tak pandai,2.367583990097046
ah minat ah da-dalam,ah minat ah da- dalam,2.2038052082061768
bidang seni iaitu joget ah macam menari macam kalau orang Melayu orang Melayu dia ada,bidang seni iaitu joget lah macam menari macam kalau orang Melayu orang Melayu dia ada,7.037708520889282
ah joget Melayu ke Zapin ke kan Kuda Kepang ke,ha joget Melayu ke Zapin ke kan kuda kepang ke,4.099214315414429
so,Su,0.9203195571899414
erm,hm,0.9001295566558838
kalau macam orang Cina pula dia ada Tarian Kipas,kalau macam orang Cina pula dia ada Tarian Kipas,4.38171648979187
dia ada ada Tarian Naga kalau orang India dia ada tarian,dia ada ada Tarian Naga kalau orang India dia ada Tarian,4.225240468978882
tarian,tarian,1.153998851776123
selain daripada Zapin,selain daripada zapin,2.10863995552063
